NAME,STATE,CITY,COUNTY,WEBSITE,TOT_ENROLL,NAICS_DESC,TELEPHONE
CITY COLLEGES OF CHICAGO-WILBUR WRIGHT COLLEGE,IL,CHICAGO,COOK,ccc.edu/colleges/wright/pages/default.aspx,7946,JUNIOR COLLEGES,(773) 777-7900
COLLEGE OF DUPAGE,IL,GLEN ELLYN,DUPAGE,www.cod.edu/,21010,JUNIOR COLLEGES,(630) 942-2800
AMBERTON UNIVERSITY,TX,GARLAND,DALLAS,www.amberton.edu/,1103,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(972) 279-6511
FERRUM COLLEGE,VA,FERRUM,FRANKLIN,www.ferrum.edu/,972,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(540) 365-2121
GROVE CITY COLLEGE,PA,GROVE CITY,MERCER,www.gcc.edu/,2277,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(724) 458-2000
KILGORE COLLEGE,TX,KILGORE,GREGG,https://www.kilgore.edu/,5100,JUNIOR COLLEGES,(903) 984-8531
RICCI'S ACADEMY OF COSMETOLOGY,CT,NEWTOWN,FAIRFIELD,newtown.toniguy.edu/,92,COSMETOLOGY AND BARBER SCHOOLS,(203) 426-1138
TUNXIS COMMUNITY COLLEGE,CT,FARMINGTON,HARTFORD,www.tunxis.edu/,3365,JUNIOR COLLEGES,(860) 773-1300
CECIL COLLEGE,MD,NORTH EAST,CECIL,www.cecil.edu/,2090,JUNIOR COLLEGES,(410) 287-1000
MOUNTAIN STATE SCHOOL OF MASSAGE,WV,CHARLESTON,KANAWHA,www.mtnstmassage.com/,24,OTHER TECHNICAL AND TRADE SCHOOLS,(304) 926-8822
UNIVERSITY OF MISSISSIPPI,MS,UNIVERSITY,LAFAYETTE,www.olemiss.edu/,21014,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(662) 915-7211
Z HAIR ACADEMY,KS,OVERLAND PARK,JOHNSON,www.zhairacademy.com/,163,COSMETOLOGY AND BARBER SCHOOLS,(913) 406-4634
COLLEGEAMERICA-FLAGSTAFF,AZ,FLAGSTAFF,COCONINO,www.collegeamerica.edu/,7,JUNIOR COLLEGES,(928) 213-6060 EXT 1400
YOUNG HARRIS COLLEGE,GA,YOUNG HARRIS,TOWNS,www.yhc.edu/,1417,JUNIOR COLLEGES,(706) 379-3111
ULSTER BOCES-SCHOOL OF PRACTICAL NURSING,NY,PORT EWEN,ULSTER,www.ulsterboces.org/,21,OTHER TECHNICAL AND TRADE SCHOOLS,(845) 331-5050 EXT 3200
FORTIS COLLEGE-MONTGOMERY,AL,MONTGOMERY,MONTGOMERY,www.fortis.edu/,-999,JUNIOR COLLEGES,(334) 244-1827
SOUTH TEXAS TRAINING CENTER,TX,SAN BENITO,CAMERON,www.southtexastraining.com/,188,OTHER TECHNICAL AND TRADE SCHOOLS,(956) 399-9698
NORTH FLORIDA COLLEGE,FL,MADISON,MADISON,https://www.nfc.edu/,1181,JUNIOR COLLEGES,(850) 973-2288
TRINITY BAPTIST COLLEGE,FL,JACKSONVILLE,DUVAL,www.tbc.edu/,362,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(904) 596-2400
HELENA COLLEGE UNIVERSITY OF MONTANA,MT,HELENA,LEWIS AND CLARK,www.helenacollege.edu/,1324,JUNIOR COLLEGES,(406) 447-6900
CUNY LEHMAN COLLEGE,NY,BRONX,BRONX,www.lehman.edu/,15091,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(718) 960-8000
RICHMOND COMMUNITY COLLEGE,NC,HAMLET,RICHMOND,www.richmondcc.edu/,2226,JUNIOR COLLEGES,(910) 410-1700
CET-ALEXANDRIA,VA,ALEXANDRIA,FAIRFAX,https://cetweb.edu/,101,OTHER TECHNICAL AND TRADE SCHOOLS,(408) 287-7924
PROFESSIONAL SKILLS INSTITUTE,OH,MAUMEE,LUCAS,www.proskills.edu/,350,JUNIOR COLLEGES,(419) 720-6670
DORSEY SCHOOL OF BUSINESS-WAYNE,MI,WAYNE,WAYNE,www.dorsey.edu/,253,BUSINESS AND SECRETARIAL SCHOOLS,(734) 595-1540
GALEN COLLEGE OF NURSING-TAMPA BAY,FL,SAINT PETERSBURG,PINELLAS,www.galencollege.edu/tampabay,2296,JUNIOR COLLEGES,(727) 577-1497
CONTINENTAL SCHOOL OF BEAUTY CULTURE-MATTYDALE,NY,MATTYDALE,ONONDAGA,continentalschoolofbeauty.edu/,259,COSMETOLOGY AND BARBER SCHOOLS,(585) 272-8060
ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES,CA,OAKLAND,ALAMEDA,www.acchs.edu/,97,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(510) 763-7787 EXT 0
ART ACADEMY OF CINCINNATI,OH,CINCINNATI,HAMILTON,www.artacademy.edu/,235,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(513) 562-6262
SABER COLLEGE,FL,MIAMI,MIAMI-DADE,sabercollege.edu/,41,JUNIOR COLLEGES,(305) 443-9170 EXT 279
MILLENNIUM TRAINING INSTITUTE,MA,WOBURN,MIDDLESEX,www.millennium.edu/,152,OTHER TECHNICAL AND TRADE SCHOOLS,(781) 933-8877 EXT 1022
WILLIAM JAMES COLLEGE,MA,NEWTON,MIDDLESEX,www.williamjames.edu/,805,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(617) 327-6777
AMERICAN BUSINESS AND TECHNOLOGY UNIVERSITY,MO,ST JOSEPH,BUCHANAN,https://abtu.edu/,353,COMPUTER TRAINING,(816) 279-7000
STAUTZENBERGER COLLEGE-MAUMEE,OH,MAUMEE,LUCAS,https://www.sctoday.edu/,551,JUNIOR COLLEGES,(419) 866-0261
LEBANON VALLEY COLLEGE,PA,ANNVILLE,LEBANON,www.lvc.edu/,1959,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(717) 867-6100
OAKLAND COMMUNITY COLLEGE,MI,BLOOMFIELD HILLS,OAKLAND,https://www.oaklandcc.edu/,14511,JUNIOR COLLEGES,(248) 341-2000
COZMO BEAUTY SCHOOL,FL,BONITA SPRINGS,LEE,www.cozmo.edu/,62,COSMETOLOGY AND BARBER SCHOOLS,(239) 495-1810
CUNY MEDGAR EVERS COLLEGE,NY,BROOKLYN,KINGS,https://ares.mec.cuny.edu/,5237,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(718) 270-4900
UNIVERSIDAD TEOLOGICA DEL CARIBE,PR,TRUJILLO ALTO,TRUJILLO ALTO,www.utcpr.edu/,433,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(787) 761-0808 EXT 221
MODERN HAIRSTYLING INSTITUTE-ARECIBO,PR,ARECIBO,ARECIBO,www.modern.edu/,61,OTHER TECHNICAL AND TRADE SCHOOLS,(787) 778-0300
ALABAMA STATE COLLEGE OF BARBER STYLING,AL,GARDENDALE,JEFFERSON,www.ascbs.edu/,6,COSMETOLOGY AND BARBER SCHOOLS,(205) 631-8898
SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES,AZ,TEMPE,MARICOPA,www.scnm.edu/,509,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(480) 858-9100 EXT 200
COSMETOLOGY TRAINING CENTER,LA,LAFAYETTE,LAFAYETTE,cosmetlafayettela.com/,94,COSMETOLOGY AND BARBER SCHOOLS,(337) 237-6868
DIMAN REGIONAL TECHNICAL INSTITUTE,MA,FALL RIVER,BRISTOL,www.dimanregional.org/,54,OTHER TECHNICAL AND TRADE SCHOOLS,(508) 672-2970 EXT 6021
FLORIDA MEMORIAL UNIVERSITY,FL,MIAMI GARDENS,MIAMI-DADE,www.fmuniv.edu/,928,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(305) 626-3600
AVENUE FIVE INSTITUTE,TX,AUSTIN,TRAVIS,www.avenuefive.edu/,327,COSMETOLOGY AND BARBER SCHOOLS,(512) 968-2835
THE SALON PROFESSIONAL ACADEMY-KENOSHA,WI,KENOSHA,KENOSHA,kenoshatspa.com/,93,COSMETOLOGY AND BARBER SCHOOLS,(262) 697-6000 EXT 18
NORTHLAND PIONEER COLLEGE,AZ,HOLBROOK,NAVAJO,www.npc.edu/,2700,JUNIOR COLLEGES,(800) 266-7845
ESTELLE SKIN CARE AND SPA INSTITUTE,IL,SKOKIE,COOK,www.estelle.edu/,151,COSMETOLOGY AND BARBER SCHOOLS,(847) 329-9174
DES MOINES UNIVERSITY-OSTEOPATHIC MEDICAL CENTER,IA,DES MOINES,POLK,www.dmu.edu/,1559,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(515) 271-1400
SOMA INSTITUTE-THE NATIONAL SCHOOL OF CLINICAL MASSAGE THERAPY,IL,CHICAGO,COOK,www.soma.edu/,361,OTHER TECHNICAL AND TRADE SCHOOLS,(312) 939-2723
HACIENDA LA PUENTE ADULT EDUCATION,CA,LA PUENTE,LOS ANGELES,www.hlpae.com/,681,COSMETOLOGY AND BARBER SCHOOLS,(626) 934-2801
THE INSTITUTE OF BEAUTY AND WELLNESS,WI,MILWAUKEE,MILWAUKEE,www.ibw.edu/,290,COSMETOLOGY AND BARBER SCHOOLS,(414) 227-2889
EMPIRE BEAUTY SCHOOL-NW PHOENIX,AZ,PHOENIX,MARICOPA,www.empire.edu/,61,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
CALIFORNIA STATE UNIVERSITY-FRESNO,CA,FRESNO,FRESNO,www.fresnostate.edu/,25497,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(559) 278-4240
VICTOR VALLEY COLLEGE,CA,VICTORVILLE,SAN BERNARDINO,www.vvc.edu/,10777,JUNIOR COLLEGES,(760) 245-4271 EXT 2395
DENVER SEMINARY,CO,LITTLETON,ARAPAHOE,www.denverseminary.edu/,856,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(303) 761-2482
CALIFORNIA STATE UNIVERSITY-LOS ANGELES,CA,LOS ANGELES,LOS ANGELES,www.calstatela.edu/,26745,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(323) 343-3000
COAST COMMUNITY COLLEGE DISTRICT OFFICE,CA,COSTA MESA,ORANGE,www.cccd.edu/,-999,EDUCATIONAL SUPPORT SERVICES,(714) 438-4600
VENTURA ADULT AND CONTINUING EDUCATION,CA,VENTURA,VENTURA,www.adultedventura.edu/,39,OTHER TECHNICAL AND TRADE SCHOOLS,(805) 289-1744 EXT 1108
MILLIKIN UNIVERSITY,IL,DECATUR,MACON,https://millikin.edu/,1982,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(217) 424-6211
E Q SCHOOL OF HAIR DESIGN,IA,COUNCIL BLUFFS,POTTAWATTAMIE,www.eqschool.net/,48,COSMETOLOGY AND BARBER SCHOOLS,(712) 328-2613 EXT 4
LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH,CA,LOS ANGELES,LOS ANGELES,dhs.lacounty.gov/wps/portal/dhs/conah/,200,JUNIOR COLLEGES,(323) 409-5911
BIOLA UNIVERSITY,CA,LA MIRADA,LOS ANGELES,https://www.biola.edu/,5815,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(562) 903-6000
UNIVERSITY OF MASSACHUSETTS-LOWELL,MA,LOWELL,MIDDLESEX,www.uml.edu/,18150,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(978) 934-4000
LOWER COLUMBIA COLLEGE,WA,LONGVIEW,COWLITZ,https://lowercolumbia.edu/,2325,JUNIOR COLLEGES,(360) 442-2311
SAINT NORBERT COLLEGE,WI,DE PERE,BROWN,www.snc.edu/,1939,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(920) 337-3181
FRESNO PACIFIC UNIVERSITY,CA,FRESNO,FRESNO,www.fresno.edu/,3995,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(559) 453-2000
ROCHESTER INSTITUTE OF TECHNOLOGY,NY,ROCHESTER,MONROE,www.rit.edu/,16158,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(585) 475-2411
ROSS MEDICAL EDUCATION CENTER-ROOSEVELT PARK,MI,ROOSEVELT PARK,MUSKEGON,www.rosseducation.edu/,166,OTHER TECHNICAL AND TRADE SCHOOLS,(231) 739-1531
CDA TECHNICAL INSTITUTE,FL,JACKSONVILLE,DUVAL,cda.edu/,216,OTHER TECHNICAL AND TRADE SCHOOLS,(904) 799-7736
ROBERTO-VENN SCHOOL OF LUTHIERY,AZ,PHOENIX,MARICOPA,www.roberto-venn.com/,23,OTHER TECHNICAL AND TRADE SCHOOLS,(602) 243-1179
IBMC COLLEGE,CO,FORT COLLINS,LARIMER,www.ibmc.edu/,408,JUNIOR COLLEGES,(970) 223-2669
SAINT ELIZABETH SCHOOL OF NURSING,IN,LAFAYETTE,TIPPECANOE,https://www.steson.org/,159,OTHER TECHNICAL AND TRADE SCHOOLS,(765) 423-6400
BERKSHIRE COMMUNITY COLLEGE,MA,PITTSFIELD,BERKSHIRE,www.berkshirecc.edu/,1465,JUNIOR COLLEGES,(413) 499-4660
MITCHELLS ACADEMY,NC,RALEIGH,WAKE,www.mitchells.edu/,20,COSMETOLOGY AND BARBER SCHOOLS,(919) 469-5807
CAPSTONE COLLEGE,CA,PASADENA,LOS ANGELES,www.capstonecollege.edu/,65,OTHER TECHNICAL AND TRADE SCHOOLS,(626) 486-1000
G SKIN & BEAUTY INSTITUTE,IL,OAKBROOK,DUPAGE,www.gskinbeautyinstitute.edu/,499,COSMETOLOGY AND BARBER SCHOOLS,(815) 786-7266
CANNELLA SCHOOL OF HAIR DESIGN-VILLA PARK,IL,VILLA PARK,DUPAGE,cannellabeautyschools.com/,37,COSMETOLOGY AND BARBER SCHOOLS,(630) 833-6118
EMPIRE BEAUTY SCHOOL-UNION,NJ,UNION,UNION,www.empire.edu/,141,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
DUNWOODY COLLEGE OF TECHNOLOGY,MN,MINNEAPOLIS,HENNEPIN,www.dunwoody.edu/,1281,JUNIOR COLLEGES,(612) 374-5800
GOSHEN SCHOOL OF COSMETOLOGY,MS,CLEVELAND,BOLIVAR,https://www.goshenschoolofcosmetology.co/,29,COSMETOLOGY AND BARBER SCHOOLS,(662) 843-9600
MCI,TX,MCALLEN,HIDALGO,www.mcallencareersinstitute.com/,110,OTHER TECHNICAL AND TRADE SCHOOLS,(956) 618-5800
ESTEEM ACADEMY OF BEAUTY,UT,SOUTH OGDEN,WEBER,www.esteem-academy.com/,47,COSMETOLOGY AND BARBER SCHOOLS,(801) 689-3031
PEARLANDS INNOVATIVE SCHOOL OF BEAUTY,TX,PEARLAND,BRAZORIA,www.pearlandinnovative.com/,29,COSMETOLOGY AND BARBER SCHOOLS,(281) 670-5119
INDIAN BIBLE COLLEGE,AZ,FLAGSTAFF,COCONINO,https://www.indianbible.org/,40,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(928) 774-3890
THE PROFESSIONAL COSMETOLOGY ACADEMY,TX,LAREDO,WEBB,https://www.tpcalaredo.com/,53,COSMETOLOGY AND BARBER SCHOOLS,(956) 744-6139
WESTERN MARICOPA EDUCATION CENTER - SOUTHWEST CAMPUS,AZ,BUCKEYE,MARICOPA,NOT AVAILABLE,-999,OTHER TECHNICAL AND TRADE SCHOOLS,NOT AVAILABLE
PAUL MITCHELL THE SCHOOL-SPRINGFIELD,MO,SPRINGFIELD,GREENE,springfield.paulmitchell.edu/,223,COSMETOLOGY AND BARBER SCHOOLS,(417) 881-2110 EXT 102
WITHLACOOCHEE TECHNICAL COLLEGE,FL,INVERNESS,CITRUS,www.wtcollege.org/,345,OTHER TECHNICAL AND TRADE SCHOOLS,(352) 726-2430
WILLIAM T MCFATTER TECHNICAL COLLEGE,FL,DAVIE,BROWARD,www.mcfattertechnicalcollege.edu/,777,OTHER TECHNICAL AND TRADE SCHOOLS,(754) 321-5700
UNIVERSITY OF PUERTO RICO-MEDICAL SCIENCES,PR,SAN JUAN,SAN JUAN,www.rcm.upr.edu/,2218,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(787) 758-2525 EXT 1708
WASHINGTON BARBER COLLEGE INC,AR,LITTLE ROCK,PULASKI,www.washingtonbarbercollege.edu/,38,COSMETOLOGY AND BARBER SCHOOLS,(501) 568-8800
THE VOCATIONAL NURSING INSTITUTE INC,TX,HOUSTON,HARRIS,www.vocationalnursinginstitute.com/,27,OTHER TECHNICAL AND TRADE SCHOOLS,(832) 237-2525 EXT 1003
EMPIRE BEAUTY SCHOOL-NORTHLAKE,GA,ATLANTA,DEKALB,www.empire.edu/,122,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
BEVERLY HILLS DESIGN INSTITUTE,CA,BEVERLY HILLS,LOS ANGELES,https://www.bhdi.edu/,14,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(310) 360-8888
AESTHETIC SCIENCE INSTITUTE,NY,LATHAM,ALBANY,www.aestheticscienceinstitute.edu/,79,COSMETOLOGY AND BARBER SCHOOLS,(518) 786-0760
MKG BEAUTY & BUSINESS,RI,CRANSTON,PROVIDENCE,www.mkgacademy.edu/,65,COSMETOLOGY AND BARBER SCHOOLS,(401) 639-2216
EMPIRE BEAUTY SCHOOL-MANHATTAN,NY,NEW YORK,NEW YORK,www.empire.edu/,342,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
MINGO EXTENDED LEARNING CENTER,WV,DELBARTON,MINGO,www.mingoschools.com/Domain/15,19,OTHER TECHNICAL AND TRADE SCHOOLS,(304) 475-3347 EXT 16
DES MOINES AREA COMMUNITY COLLEGE,IA,ANKENY,POLK,www.dmacc.edu/,23051,JUNIOR COLLEGES,(515) 964-6200
CONSTRUCTION TRAINING CENTER,SC,COLUMBIA,RICHLAND,www.ctcworks.com/,19,OTHER TECHNICAL AND TRADE SCHOOLS,(803) 403-1990
MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE,MN,GRANITE FALLS,YELLOW MEDICINE,www.mnwest.edu/,3253,JUNIOR COLLEGES,(800) 658-2330
HENNEPIN TECHNICAL COLLEGE,MN,BROOKLYN PARK,HENNEPIN,www.hennepintech.edu/,4094,JUNIOR COLLEGES,(952) 995-1300
AVALON SCHOOL OF COSMETOLOGY,MN,WORTHINGTON,NOBLES,www.avaloncosmetologyschool.com/,19,COSMETOLOGY AND BARBER SCHOOLS,(507) 372-2344
FLATHEAD VALLEY COMMUNITY COLLEGE,MT,KALISPELL,FLATHEAD,www.fvcc.edu/,2049,JUNIOR COLLEGES,(406) 756-3822
GREAT PLAINS TECHNOLOGY CENTER,OK,LAWTON,COMANCHE,www.greatplains.edu/,186,OTHER TECHNICAL AND TRADE SCHOOLS,(580) 355-6371
PAUL QUINN COLLEGE,TX,DALLAS,DALLAS,www.pqc.edu/,468,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(214) 379-5577
DURHAM TECHNICAL COMMUNITY COLLEGE,NC,DURHAM,DURHAM,www.durhamtech.edu/,4672,JUNIOR COLLEGES,(919) 536-7200
SAGE SCHOOL OF MASSAGE & ESTHETICS,OR,BEND,DESCHUTES,https://www.sageschoolofmassage.com/,25,FINE ARTS SCHOOLS,(541) 383-2122
INTERACTIVE COLLEGE OF TECHNOLOGY-MORROW,GA,MORROW,CLAYTON,ict.edu/,90,JUNIOR COLLEGES,(770) 960-1298
LIVELY TECHNICAL COLLEGE,FL,TALLAHASSEE,LEON,www.livelytech.com/,1169,OTHER TECHNICAL AND TRADE SCHOOLS,(850) 487-7555
CAMBRIDGE COLLEGE,MA,BOSTON,SUFFOLK,www.cambridgecollege.edu/,2764,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(617) 868-1000
MARICOPA COMMUNITY COLLEGE SYSTEM OFFICE,AZ,TEMPE,MARICOPA,https://www.maricopa.edu/,-999,EDUCATIONAL SUPPORT SERVICES,(480) 731-8000
DENTAL ASSISTANT PRO LLC-COLUMBUS,OH,WESTERVILLE,FRANKLIN,www.dentalassistantpro.com/,13,OTHER TECHNICAL AND TRADE SCHOOLS,(513) 932-3413
COMMUNITY COLLEGE OF PHILADELPHIA,PA,PHILADELPHIA,PHILADELPHIA,www.ccp.edu/,13672,JUNIOR COLLEGES,(215) 751-8000
MID MICHIGAN COLLEGE,MI,HARRISON,CLARE,www.midmich.edu/,3291,JUNIOR COLLEGES,(989) 386-6622
PIEDMONT COMMUNITY COLLEGE,NC,ROXBORO,PERSON,www.piedmontcc.edu/,1329,JUNIOR COLLEGES,(336) 599-1181
HUSSIAN COLLEGE-DAYMAR COLLEGE COLUMBUS,OH,COLUMBUS,FRANKLIN,www.daymarcollege.edu/,116,JUNIOR COLLEGES,(717) 380-1385
AVIATION INSTITUTE OF MAINTENANCE-LAS VEGAS,NV,LAS VEGAS,CLARK,https://www.aviationmaintenance.edu/campuses/las-vegas-nv/,292,OTHER TECHNICAL AND TRADE SCHOOLS,(702) 798-5511
BLUE MOUNTAIN COMMUNITY COLLEGE,OR,PENDLETON,UMATILLA,https://www.bluecc.edu/,1292,JUNIOR COLLEGES,(541) 276-1260
LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,PA,WILLOW STREET,LANCASTER,www.lancasterctc.edu/,348,OTHER TECHNICAL AND TRADE SCHOOLS,(717) 464-7050
RANGER COLLEGE,TX,RANGER,EASTLAND,www.rangercollege.edu/,2200,JUNIOR COLLEGES,(254) 647-3234
MILWAUKEE AREA TECHNICAL COLLEGE,WI,MILWAUKEE,MILWAUKEE,matc.edu/,12618,JUNIOR COLLEGES,(414) 297-6370
HERZING UNIVERSITY-ATLANTA,GA,ATLANTA,FULTON,https://www.herzing.edu/,732,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(404) 816-4533 EXT 116
GRADUATE THEOLOGICAL UNION,CA,BERKELEY,ALAMEDA,www.gtu.edu/,213,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(510) 649-2400
UNIVERSITY OF HAWAII MAUI COLLEGE,HI,KAHULUI,MAUI,maui.hawaii.edu/,2936,JUNIOR COLLEGES,(808) 984-3500
ELEVATE SALON INSTITUTE-CHUBBUCK,ID,CHUBBUCK,BANNOCK,https://www.esichubbuck.com/,18,COSMETOLOGY AND BARBER SCHOOLS,(208) 232-9170
MARYVILLE COLLEGE,TN,MARYVILLE,BLOUNT,www.maryvillecollege.edu/,1072,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(865) 981-8000
UNIVERSITY OF ST FRANCIS,IL,JOLIET,WILL,https://www.stfrancis.edu/,3529,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(815) 740-3400
CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND,AL,MOBILE,MOBILE,www.ultrasound.edu/,50,OTHER TECHNICAL AND TRADE SCHOOLS,(251) 433-1600
MOREHEAD STATE UNIVERSITY,KY,MOREHEAD,ROWAN,https://www.moreheadstate.edu/,9304,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(606) 783-2000
VALENCIA COLLEGE,FL,ORLANDO,ORANGE,valenciacollege.edu/,45949,JUNIOR COLLEGES,(407) 299-2187
UNIVERSITY OF MAINE AT FORT KENT,ME,FORT KENT,AROOSTOOK,www.umfk.maine.edu/,1624,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(207) 834-7500 EXT 20783
LAWRENCE TECHNOLOGICAL UNIVERSITY,MI,SOUTHFIELD,OAKLAND,www.ltu.edu/,2812,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(248) 204-4000
ROCHESTER UNIVERSITY,MI,ROCHESTER HILLS,OAKLAND,rochesteru.edu/,1231,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(248) 218-2011
COLUMBIA CENTRAL UNIVERSITY-CAGUAS,PR,CAGUAS,CAGUAS,www.columbiacentral.edu/,798,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(787) 743-4041 EXT 240
THE COLLEGE OF HEALTH CARE PROFESSIONS-AUSTIN,TX,AUSTIN,TRAVIS,www.chcp.edu/,666,JUNIOR COLLEGES,(512) 617-5700
MILAN INSTITUTE-SAN ANTONIO INGRAM,TX,SAN ANTONIO,BEXAR,www.milaninstitute.edu/,222,COSMETOLOGY AND BARBER SCHOOLS,(210) 647-5100
SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE-BROWNSVILLE,TX,BROWNSVILLE,CAMERON,https://www.stvt.edu/,209,OTHER TECHNICAL AND TRADE SCHOOLS,(956) 554-3515
UNITECH TRAINING ACADEMY-LAFAYETTE,LA,LAFAYETTE,LAFAYETTE,www.unitechtrainingacademy.com/,158,OTHER TECHNICAL AND TRADE SCHOOLS,(337) 988-4042
NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CT-BRIDGEPORT,CT,BRIDGEPORT,FAIRFIELD,www.nettts.com/,391,OTHER TECHNICAL AND TRADE SCHOOLS,(203) 368-9069
SCHOOL OF MISSIONARY AVIATION TECHNOLOGY,MI,IONIA,IONIA,www.smat.edu/,22,COMPUTER TRAINING,(616) 527-4160
DILLARD UNIVERSITY,LA,NEW ORLEANS,ORLEANS,www.dillard.edu/,1215,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(504) 816-4768
INSTITUTE OF PROFESSIONAL CAREERS,NV,LAS VEGAS,CLARK,www.dentalassistanttraininginlasvegasnv.com/,1,OTHER TECHNICAL AND TRADE SCHOOLS,(702) 734-9900
THOMAS UNIVERSITY,GA,THOMASVILLE,THOMAS,www.thomasu.edu/,1303,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(800) 538-9784 EXT 1000
NATIONAL CAREER EDUCATION,CA,CITRUS HEIGHTS,SACRAMENTO,nce.edu/,471,OTHER TECHNICAL AND TRADE SCHOOLS,(916) 969-4900
NEW MEXICO STATE UNIVERSITY-CARLSBAD,NM,CARLSBAD,EDDY,carlsbad.nmsu.edu/,1203,JUNIOR COLLEGES,(575) 234-9200
CHARLES STUART SCHOOL OF DIAMOND SETTING,NY,BROOKLYN,KINGS,charlesstuartschool.com/,61,OTHER TECHNICAL AND TRADE SCHOOLS,(718) 339-2640
PRATT INSTITUTE-MAIN,NY,BROOKLYN,KINGS,www.pratt.edu/,4353,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(718) 636-3600
SUNY COLLEGE AT GENESEO,NY,GENESEO,LIVINGSTON,www.geneseo.edu/,4911,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(585) 245-5000
MODERN WELDING SCHOOL,NY,SCHENECTADY,SCHENECTADY,modernwelding.com/,87,OTHER TECHNICAL AND TRADE SCHOOLS,(518) 374-1216
EMPIRE BEAUTY SCHOOL-PEEKSKILL,NY,PEEKSKILL,WESTCHESTER,www.empire.edu/,41,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
OHIO STATE BEAUTY ACADEMY,OH,LIMA,ALLEN,www.ohiostatebeauty.com/,72,COSMETOLOGY AND BARBER SCHOOLS,(419) 229-7896 EXT 104
